<Sentence id='1'>
1	कार्तिक	NNPC	<fs af='कार्तिक,n,m,sg,3,d,0,0' drel='pof__cn:पूर्णिमा' name='कार्तिक' chunkType='child:NP' posn='10'>
2	पूर्णिमा	NNP	<fs af='पूर्णिमा,n,f,sg,3,o,0_का,0' drel='r6:अवसर' vpos='vib_3' name='पूर्णिमा' chunkId='NP' chunkType='head:NP' posn='20'>
3	के	PSP	<fs af='का,psp,m,sg,,o,,' drel='lwg__psp:पूर्णिमा' name='के' chunkType='child:NP' posn='30'>
4	अवसर	NN	<fs af='अवसर,n,m,sg,3,o,0_पर,0' drel='k7:लगाई' vpos='vib_2' name='अवसर' chunkId='NP2' chunkType='head:NP2' posn='40'>
5	पर	PSP	<fs af='पर,psp,,,,,,' drel='lwg__psp:अवसर' name='पर' chunkType='child:NP2' posn='50'>
6	वैदिक	JJ	<fs af='वैदिक,adj,any,any,,o,,' drel='nmod__adj:मंत्रोचारण' name='वैदिक' chunkType='child:NP3' posn='60'>
7	मंत्रोचारण	NN	<fs af='मंत्रोचारण,n,m,sg,3,o,0,0' drel='ccof:और' name='मंत्रोचारण' chunkId='NP3' chunkType='head:NP3' posn='70'>
8	और	CC	<fs af='और,avy,,,,,,' drel='k7t:लगाई' name='और' chunkId='CCP' chunkType='head:CCP' posn='80'>
9	घंटों	NN	<fs af='घंटा,n,m,pl,3,o,0_का,0' drel='r6:गूंज' vpos='vib_2' name='घंटों' chunkId='NP4' chunkType='head:NP4' posn='90'>
10	की	PSP	<fs af='का,psp,f,sg,,o,,' drel='lwg__psp:घंटों' name='की' chunkType='child:NP4' posn='100'>
11	गूंज	NN	<fs af='गूंज,n,f,sg,3,o,0_के_बीच,0' drel='ccof:और' vpos='vib_2_3' name='गूंज' chunkId='NP5' chunkType='head:NP5' posn='110'>
12	के	PSP	<fs af='के,psp,,,,,,' drel='lwg__psp:गूंज' name='के2' chunkType='child:NP5' posn='120'>
13	बीच	NST	<fs af='बीच,nst,m,sg,3,d,,' drel='lwg__psp:गूंज' name='बीच' chunkType='child:NP5' posn='130'>
14	करीब	RP	<fs af='करीब,avy,,,,,,' drel='lwg__rp:लाख' name='करीब' chunkType='child:NP6' posn='140'>
15	दो	QCC	<fs af='दो,num,any,any,,any,,' drel='mod:लाख' name='दो' chunkType='child:NP6' posn='150'>
