<Sentence id='1'>
1	अधिकारियों	NN	<fs af='अधिकारी,n,m,pl,3,o,0_ने,0' drel='k1:बताया' vpos='vib_2' name='अधिकारियों' chunkId='NP' chunkType='head:NP' posn='10'>
2	ने	PSP	<fs af='ने,psp,,,,,,' drel='lwg__psp:अधिकारियों' name='ने' chunkType='child:NP' posn='20'>
3	बताया	VM	<fs af='बता,v,m,sg,any,,या,yA' name='बताया' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='30'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:बताया' name='कि' chunkId='CCP' chunkType='head:CCP' posn='40'>
5	मंगलवार	NNP	<fs af='मंगलवार,n,m,sg,3,o,0_का,0' drel='r6:सुबह' vpos='vib_2' name='मंगलवार' chunkId='NP2' chunkType='head:NP2' posn='50'>
6	की	PSP	<fs af='का,psp,f,sg,,d,,' drel='lwg__psp:मंगलवार' name='की' chunkType='child:NP2' posn='60'>
7	सुबह	NN	<fs af='सुबह,n,f,sg,3,d,0,0' drel='k7t:हुए' name='सुबह' chunkId='NP3' chunkType='head:NP3' posn='70'>
8	10	QC	<fs af='10,num,any,any,,any,,' drel='nmod__adj:गाड़ियों' name='10' chunkType='child:NP4' posn='80'>
9	गाड़ियों	NN	<fs af='गाड़ी,n,f,pl,3,o,0_में,0' drel='k7:हुए' vpos='vib_3' name='गाड़ियों' chunkId='NP4' chunkType='head:NP4' posn='90'>
10	में	PSP	<fs af='में,psp,,,,,,' drel='lwg__psp:गाड़ियों' name='में' chunkType='child:NP4' posn='100'>
11	करीब	RP	<fs af='करीब,avy,,,,,,' drel='lwg__rp:200' name='करीब' chunkType='child:NP5' posn='110'>
12	200	QC	<fs af='200,num,any,any,,any,,' drel='nmod__adj:श्रद्धालु' name='200' chunkType='child:NP5' posn='120'>
13	श्रद्धालु	NN	<fs af='श्रद्धालु,n,m,pl,3,d,0,0' drel='k1:हुए' name='श्रद्धालु' chunkId='NP5' chunkType='head:NP5' posn='130'>
14	जम्मू	NNP	<fs af='जम्मू,n,m,sg,3,o,0_से,0' drel='k5:हुए' vpos='vib_2' name='जम्मू' chunkId='NP6' chunkType='head:NP6' posn='140'>
15	से	PSP	<fs af='से,psp,,,,,,' drel='lwg__psp:जम्मू' name='से' chunkType='child:NP6' posn='150'>
16	रवाना	JJ	<fs af='रवाना,adj,any,any,,,,' drel='pof:हुए' name='रवाना' chunkId='JJP' chunkType='head:JJP' posn='160'>
17	हुए	VM	<fs af='हो,v,m,pl,any,,या,yA' drel='ccof:कि' name='हुए' chunkId='VGF2' chunkType='head:VGF2' stype='declarative' voicetype='active' posn='170'>
18	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:बताया' name='।' chunkId='BLK' chunkType='head:BLK' posn='180'>
</Sentence>

<Sentence id='2'>
1	इस	DEM	<fs af='यह,pn,any,sg,3,d,,' drel='nmod__adj:बार' name='इस' chunkType='child:NP' posn='10'>
2	बार	NN	<fs af='बार,n,f,sg,3,d,0,0' drel='k7t:दी' name='बार' chunkId='NP' chunkType='head:NP' posn='20'>
3	बर्फबारी	NN	<fs af='बर्फबारी,n,f,sg,3,o,0_के_कारण,0' drel='rh:दी' vpos='vib_2_3' name='बर्फबारी' chunkId='NP2' chunkType='head:NP2' posn='30'>
4	के	PSP	<fs af='के,psp,m,,,o,,' drel='lwg__psp:बर्फबारी' name='के' chunkType='child:NP2' posn='40'>
5	कारण	PSP	<fs af='कारण,n,m,,,o,,' drel='lwg__psp:बर्फबारी' name='कारण' chunkType='child:NP2' posn='50'>
6	छह	NNPC	<fs af='छह,n,f,any,3,d,0,0' drel='pof__cn:जुलाई' name='छह' chunkType='child:NP3' posn='60'>
7	जुलाई	NNP	<fs af='जुलाई,n,f,sg,3,o,0_तक,0' drel='k7t:दी' vpos='vib_3' name='जुलाई' chunkId='NP3' chunkType='head:NP3' posn='70'>
8	तक	PSP	<fs af='तक,psp,,,,,,' drel='lwg__psp:जुलाई' name='तक' chunkType='child:NP3' posn='80'>
9	परंपरागत	JJ	<fs af='परंपरागत,adj,any,any,,o,,' drel='nmod__adj:पहलगाम' name='परंपरागत' chunkType='child:NP4' posn='90'>
10	पहलगाम	NNP	<fs af='पहलगाम,n,m,sg,3,d,0,0' drel='nmod__adj:रूट' name='पहलगाम' chunkType='child:NP4' posn='100'>
11	रूट	NN	<fs af='रूट,n,m,sg,3,o,0_से,0' drel='k5:दी' vpos='vib_vib_4' name='रूट' chunkId='NP4' chunkType='head:NP4' posn='110'>
12	से	PSP	<fs af='से,psp,,,,,,' drel='lwg__psp:रूट' name='से' chunkType='child:NP4' posn='120'>
13	यात्रा	NN	<fs af='यात्रा,n,f,sg,3,o,0_का,0' drel='r6-k2:अनुमति' vpos='vib_2' name='यात्रा' chunkId='NP5' chunkType='head:NP5' posn='130'>
14	की	PSP	<fs af='का,psp,f,sg,,d,,' drel='lwg__psp:यात्रा' name='की' chunkType='child:NP5' posn='140'>
