<Sentence id='3'>
1	कमेटी	NN	<fs af='कमेटी,n,f,sg,3,o,0_ने,0' drel='k1:कहा' vpos='vib_2' name='कमेटी' chunkId='NP' chunkType='head:NP' posn='10'>
2	ने	PSP	<fs af='ने,psp,,,,,,' drel='lwg__psp:कमेटी' name='ने' chunkType='child:NP' posn='20'>
3	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' name='कहा' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='30'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' name='कि' chunkId='CCP' chunkType='head:CCP' posn='40'>
5	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0' drel='k1:करेगी' name='वह' chunkId='NP2' chunkType='head:NP2' posn='50'>
6	श्री	NNPC	<fs af='श्री,n,m,sg,3,d,0,0' drel='pof__cn:बोर्ड' name='श्री' chunkType='child:NP3' posn='60'>
7	अमरनाथ	NNPC	<fs af='अमरनाथ,n,m,sg,3,d,0,0' drel='pof__cn:बोर्ड' name='अमरनाथ' chunkType='child:NP3' posn='70'>
8	मंदिर	NNPC	<fs af='मंदिर,n,m,sg,3,d,0,0' drel='pof__cn:बोर्ड' name='मंदिर' chunkType='child:NP3' posn='80'>
9	बोर्ड	NNP	<fs af='बोर्ड,n,m,sg,3,o,0_का,0' drel='r6:बात' vpos='vib_5' name='बोर्ड' chunkId='NP3' chunkType='head:NP3' posn='90'>
10	की	PSP	<fs af='का,psp,f,sg,,o,,' drel='lwg__psp:बोर्ड' name='की' chunkType='child:NP3' posn='100'>
11	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' drel='nmod__adj:बात' name='इस' chunkType='child:NP4' posn='110'>
12	बात	NN	<fs af='बात,n,f,sg,3,o,0_का,0' drel='r6-k2:समर्थन' vpos='vib_3' name='बात' chunkId='NP4' chunkType='head:NP4' posn='120'>
13	का	PSP	<fs af='का,psp,m,sg,,d,,' drel='lwg__psp:बात' name='का' chunkType='child:NP4' posn='130'>
14	समर्थन	NN	<fs af='समर्थन,n,m,sg,3,d,0,0' drel='pof:करेगी' name='समर्थन' chunkId='NP5' chunkType='head:NP5' posn='140'>
15	भी	RP	<fs af='भी,avy,,,,,,' drel='lwg__rp:समर्थन' name='भी' chunkType='child:NP5' posn='150'>
16	करेगी	VM	<fs af='कर,v,f,sg,3,,गा,gA' drel='ccof:कि' name='करेगी' chunkId='VGF2' chunkType='head:VGF2' stype='declarative' voicetype='active' posn='160'>
17	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:करेगी' name='कि2' chunkId='CCP2' chunkType='head:CCP2' posn='170'>
18	यात्रा	NN	<fs af='यात्रा,n,f,sg,3,o,0_का,0' drel='r6:अवधि' vpos='vib_2' name='यात्रा' chunkId='NP6' chunkType='head:NP6' posn='180'>
19	की	PSP	<fs af='का,psp,f,sg,,d,,' drel='lwg__psp:यात्रा' name='की2' chunkType='child:NP6' posn='190'>
20	अवधि	NN	<fs af='अवधि,n,f,sg,3,d,0,0' drel='k2:बढ़ा' name='अवधि' chunkId='NP7' chunkType='head:NP7' posn='200'>
21	दो	QC	<fs af='दो,num,any,any,,any,,' drel='nmod__adj:महीने' name='दो' chunkType='child:NP8' posn='210'>
22	महीने	NN	<fs af='महीना,n,m,sg,3,o,0_तक,0' drel='k7t:बढ़ा' vpos='vib_3' name='महीने' chunkId='NP8' chunkType='head:NP8' posn='220'>
23	तक	PSP	<fs af='तक,psp,,,,,,' drel='lwg__psp:महीने' name='तक' chunkType='child:NP8' posn='230'>
24	बढ़ा	VM	<fs af='बढ़ा,v,f,sg,3,,0_दे+या_जा+एं,0' drel='ccof:कि2' vpos='tam_2_3' name='बढ़ा' chunkId='VGF3' chunkType='head:VGF3' stype='declarative' voicetype='active' posn='240'>
25	दी	VAUX	<fs af='दे,v,f,sg,any,,या,yA' drel='lwg__vaux:बढ़ा' name='दी' chunkType='child:VGF3' posn='250'>
26	जाए	VAUX	<fs af='जा,v,any,sg,3,,एं,eM' drel='lwg__vaux_cont:दी' name='जाए' chunkType='child:VGF3' posn='260'>
27	।	SYM	<fs af='।,punc,,,,,,' drel='rsym:कहा' name='।' chunkId='BLK' chunkType='head:BLK' posn='270'>
</Sentence>

<Sentence id='4'>
1	कमेटी	NN	<fs af='कमेटी,n,f,sg,3,o,0_का,0' drel='r6:अध्यक्ष' vpos='vib_2' name='कमेटी' chunkId='NP' chunkType='head:NP' posn='10'>
2	के	PSP	<fs af='का,psp,m,sg,,o,,' drel='lwg__psp:कमेटी' name='के' chunkType='child:NP' posn='20'>
3	अध्यक्ष	NN	<fs af='अध्यक्ष,n,m,sg,3,o,0,0' drel='nmod:दुबे' name='अध्यक्ष' chunkId='NP2' chunkType='head:NP2' posn='30'>
4	रमाकांत	NNPC	<fs af='रमाकांत,n,m,sg,3,d,0,0' drel='pof__cn:दुबे' name='रमाकांत' chunkType='child:NP3' posn='40'>
5	दुबे	NNP	<fs af='दुबे,n,m,sg,3,o,0_ने,0' drel='k1:बताया' vpos='vib_3' name='दुबे' chunkId='NP3' chunkType='head:NP3' posn='50'>
6	ने	PSP	<fs af='ने,psp,,,,,,' drel='lwg__psp:दुबे' name='ने' chunkType='child:NP3' posn='60'>
7	बताया	VM	<fs af='बता,v,m,sg,any,,या,yA' name='बताया' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='70'>
8	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:बताया' name='कि' chunkId='CCP' chunkType='head:CCP' posn='80'>
9	पवित्र	JJ	<fs af='पवित्र,adj,any,any,,o,,' drel='nmod__adj:गुफा' name='पवित्र' chunkType='child:NP4' posn='90'>
10	गुफा	NN	<fs af='गुफा,n,f,sg,3,o,0_में,0' drel='k7p:जाना' vpos='vib_3' name='गुफा' chunkId='NP4' chunkType='head:NP4' posn='100'>
11	में	PSP	<fs af='में,psp,,,,,,' drel='lwg__psp:गुफा' name='में' chunkType='child:NP4' posn='110'>
12	श्रद्धालुओं	NN	<fs af='श्रद्धालु,n,m,pl,3,o,0_का,0' drel='k1:जाना' vpos='vib_2' name='श्रद्धालुओं' chunkId='NP5' chunkType='head:NP5' posn='120'>
13	का	PSP	<fs af='का,psp,m,sg,,d,,' drel='lwg__psp:श्रद्धालुओं' name='का' chunkType='child:NP5' posn='130'>
14	जाना	VM	<fs af='जा,v,any,any,any,d,ना,nA' drel='k2:किया' name='जाना' chunkId='VGNN' chunkType='head:VGNN' posn='140'>
15	2	NNPC	<fs af='2,n,any,sg,3,d,0,0' drel='pof__cn:जुलाई' name='2' chunkType='child:NP6' posn='150'>
16	जुलाई	NNP	<fs af='जुलाई,n,f,sg,3,o,0_से,0' drel='k7t:किया' vpos='vib_3' name='जुलाई' chunkId='NP6' chunkType='head:NP6' posn='160'>
17	से	PSP	<fs af='से,psp,,,,,,' drel='lwg__psp:जुलाई' name='से' chunkType='child:NP6' posn='170'>
18	शुरू	NN	<fs af='शुरू,n,m,sg,3,d,0,0' drel='pof:किया' name='शुरू' chunkId='NP7' chunkType='head:NP7' posn='180'>
19	किया	VM	<fs af='कर,v,m,sg,3,,या_जा_रह+या_है,yA' drel='ccof:और' vpos='tam_2_3_4' name='किया' chunkId='VGF2' chunkType='head:VGF2' stype='declarative' voicetype='passive' posn='190'>
20	जा	VAUX	<fs af='जा,v,any,any,any,,0,0' drel='lwg__vaux:किया' name='जा' chunkType='child:VGF2' posn='200'>
21	रहा	VAUX	<fs af='रह,v,m,sg,any,,या,yA' drel='lwg__vaux_cont:जा' name='रहा' chunkType='child:VGF2' posn='210'>
22	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' drel='lwg__vaux_cont:रहा' name='है' chunkType='child:VGF2' posn='220'>
